embedding_text,category,label,predicted_label,predicted_category
ريد بول كانز ل ريد 250مل,Soft Drinks & Juices,30,3,Beef & Processed Meat
سفن اب كانز دايت سفن 330مل,Soft Drinks & Juices,30,22,"Nuts, Dates & Dried Fruits"
كوكاكولا كانز كوكاكولا,Soft Drinks & Juices,30,7,Chips & Crackers
جهينة مكس حليب شيكولاته 465 5 000 2325 جهينة 200مل,Dairy & Eggs,12,8,"Chocolates, Sweets & Desserts"
اوليفيتا بولين اوليفيتا,"Tins, Jars & Packets",35,3,Beef & Processed Meat
clorox powder m Powder 250g,Cleaning Supplies,9,9,Cleaning Supplies
صن بايتس طماطم متبله ٢٠٠ ١٠٠٠ ٢٠٠ صن ٣٦جم,Chips & Crackers,7,22,"Nuts, Dates & Dried Fruits"
بيبسى كانز بيبسى 330مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
دجاج مقلي شيكيتيتا دجاج,Poultry,27,3,Beef & Processed Meat
هارفست فول مدمس ساده هارفست 400جم,"Tins, Jars & Packets",35,6,Candles & Air Fresheners
جيكار شيبسى ملح جيكار 110جم,Chips & Crackers,7,3,Beef & Processed Meat
مزارع دينا حليب طازج الفراولة، لى مزارع 250مل,Dairy & Eggs,12,22,"Nuts, Dates & Dried Fruits"
el bawdi tahina Bawdi 240g,"Sauces, Dressings & Condiments",29,3,Beef & Processed Meat
tomato sauce 1 free Tomato 300g,"Tins, Jars & Packets",35,11,Cooking Ingredients
برجر بقري ميتلاند 8 قطع برجر,Beef & Processed Meat,3,5,Breakfast Cereals & Bars
classic quality butter cocoa cookies ram Butter 95G,Biscuits & Cakes,4,11,Cooking Ingredients
sauce caesar 3 Sauce,"Sauces, Dressings & Condiments",29,29,"Sauces, Dressings & Condiments"
cocacola coffee chocolate m Coffee 70g,"Tea, Coffee & Hot Drinks",34,30,Soft Drinks & Juices
صلصة الرانش صلصة 250جم,"Sauces, Dressings & Condiments",29,28,"Rice, Pasta & Pulses"
عافيه اوميجا بلس ذره عافيه 2.2لتر,Cooking Ingredients,11,6,Candles & Air Fresheners
زيتون كلماتا مخلل دوبيلا زيتون 370جم,"Tins, Jars & Packets",35,22,"Nuts, Dates & Dried Fruits"
حدائق كاليفورنيا تونة قطع فاتحة 0 1 0 2500 حدائق,"Tins, Jars & Packets",35,26,Pets Care
maggi soup cream of chicken Maggi 71g,"Tins, Jars & Packets",35,11,Cooking Ingredients
مينى سندوتش مينى,Bakery,1,3,Beef & Processed Meat
shahd chicken pane spicy Shahd 1Kg,Poultry,27,11,Cooking Ingredients
cheddar Cheddar,Dairy & Eggs,12,7,Chips & Crackers
حلوانى لحم جاهز بقرى حلوانى,Beef & Processed Meat,3,3,Beef & Processed Meat
لورباك زبدة، رام لورباك 400ج,Cooking Ingredients,11,19,"Jams, Spreads & Syrups"
magical jelly teeth 12 Teeth 20G,"Chocolates, Sweets & Desserts",8,30,Soft Drinks & Juices
الشمعدان كاتاكيتو ويفر اكسترا بندق الشمعدان,Biscuits & Cakes,4,6,Candles & Air Fresheners
hayat mineral water iter Hayat 1.5L,Water,38,38,Water
مشروب غازى بيبسى ١٩٧ لتـ مشروب,Soft Drinks & Juices,30,34,"Tea, Coffee & Hot Drinks"
أوراك دجاج من وطنية أوراك 1كجم,Poultry,27,27,Poultry
ريميا دريسنـ ريميا,"Sauces, Dressings & Condiments",29,20,Laundry & Detergents
ابوعوف فاتح محوج ابوعوف 200ج,"Tea, Coffee & Hot Drinks",34,3,Beef & Processed Meat
صدور دجاج مخليه كامله صدور,Poultry,27,3,Beef & Processed Meat
chew bone wrapped bone 25 cm natural Chew,Beef & Processed Meat,3,3,Beef & Processed Meat
كادبورى ديرى ميلك شيكولاته كادبورى 56g,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
وفسر غسيل اطباق ليمون اخضر وفسر 4لتر,Cleaning Supplies,9,20,Laundry & Detergents
sriracha super hot chili sauce Sriracha 200ml,"Sauces, Dressings & Condiments",29,11,Cooking Ingredients
كوكي الشوكولاته كوكي,Poultry,27,8,"Chocolates, Sweets & Desserts"
شهد زيت ذره شهد 900مل,Cooking Ingredients,11,3,Beef & Processed Meat
كريستال ذرة كريستال 2.2لتر,Cooking Ingredients,11,7,Chips & Crackers
بسكو مصر كوكو كرسبى بار12 بسكو,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
يويوز ويفر انيليا يويوز,Biscuits & Cakes,4,30,Soft Drinks & Juices
california garden canned red kidney beans dark Garden 400g,"Tins, Jars & Packets",35,37,Vegetables & Herbs
مخ بقري بالقطعة مخ,Beef & Processed Meat,3,19,"Jams, Spreads & Syrups"
كالنورت مرقه كالنورت 10ج,Cooking Ingredients,11,5,Breakfast Cereals & Bars
مستر ماسل منظف متعدد الاغراض لافندر مستر,Cleaning Supplies,9,9,Cleaning Supplies
nestle nescafe espresso 1 k Nescafe,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
بسكويت أمادا موود محشو بالشيكولاتة بسكويت 145جم,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
سبرايت كانز سبرايت 250مل,Soft Drinks & Juices,30,6,Candles & Air Fresheners
ريميا دريسنج كوى ريميا,"Sauces, Dressings & Condiments",29,8,"Chocolates, Sweets & Desserts"
تشويس قهوة سريعة التحضير كلاسيك تشويس 50جم,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
rhodes old feta cheese Rhodes 250g,Dairy & Eggs,12,28,"Rice, Pasta & Pulses"
ميرندا برتقال ميرندا 1.25لتر,Soft Drinks & Juices,30,22,"Nuts, Dates & Dried Fruits"
menral water l Water,Water,38,38,Water
"١٣٥٥٠ ١٣٥٥٠ ١ قطعه فنش اقراص ١٣ قرص ١٣٥,٥٠",Cleaning Supplies,9,22,"Nuts, Dates & Dried Fruits"
بسكوت ويفر بالشيكولاتة من الشمعدان، 4 6قطع بسكوت,Biscuits & Cakes,4,11,Cooking Ingredients
لانشون بسطرمة من المراعي لانشون,Beef & Processed Meat,3,31,Stationary
osterberg raspberry juice iter Osterberg 1L Bottle,Soft Drinks & Juices,30,30,Soft Drinks & Juices
600 600 مياه معدنية ص 100 6.00,Water,38,38,Water
tashkila minced garlic ram Minced 210G,Vegetables & Fruits,36,3,Beef & Processed Meat
cup sauce bbq Cup,"Sauces, Dressings & Condiments",29,11,Cooking Ingredients
raw kettle cooked jalapeno potatoes chips 95 Raw 105g,Chips & Crackers,7,11,Cooking Ingredients
اطياب رومي مدخن اطياب,Poultry,27,23,Party Supplies And Gifts
صوص نار نار صوص,"Sauces, Dressings & Condiments",29,11,Cooking Ingredients
basak chicken noodle soup Basak 60g,"Tins, Jars & Packets",35,11,Cooking Ingredients
خبز مطحون ذهبي رام خبز 500ج,Bakery,1,28,"Rice, Pasta & Pulses"
الضحى فول تدميس 20ك الضحى,"Rice, Pasta & Pulses",28,19,"Jams, Spreads & Syrups"
دانون تيستى زبادى بالفراوله، رام دانون 120ج,Dairy & Eggs,12,28,"Rice, Pasta & Pulses"
t 1890 هاينز كاتشب T 285ج,"Sauces, Dressings & Condiments",29,34,"Tea, Coffee & Hot Drinks"
بيوفانا مياه معدنيه بيوفانا,Water,38,38,Water
الملكه مكرونه لسان الملكه 400جم,"Rice, Pasta & Pulses",28,8,"Chocolates, Sweets & Desserts"
danone natural yogurt x 7 Danone 105g,Dairy & Eggs,12,12,Dairy & Eggs
سبينيس فروت سبينيس,"Chocolates, Sweets & Desserts",8,6,Candles & Air Fresheners
beyti tropicana cocktail juice Beyti 235ml,Soft Drinks & Juices,30,30,Soft Drinks & Juices
olive oil - 250ml Bottle,Cooking Ingredients,11,30,Soft Drinks & Juices
نستله جالون غيار نستله 18.900لتر,Water,38,22,"Nuts, Dates & Dried Fruits"
t 55 مشكل لوكس 10 m T علبة,"Chocolates, Sweets & Desserts",8,35,"Tins, Jars & Packets"
ريتش توست ساده ريتش 500جم,Bakery,1,28,"Rice, Pasta & Pulses"
كلوركس جل زهور كلوركس,Cleaning Supplies,9,19,"Jams, Spreads & Syrups"
hans instant coffee gold 6 Hans 20G,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
بيبسى كانز بيبسى,Soft Drinks & Juices,30,30,Soft Drinks & Juices
صوص سيزار صوص,"Sauces, Dressings & Condiments",29,3,Beef & Processed Meat
halwani steak burger 4p Steak 600G,Beef & Processed Meat,3,3,Beef & Processed Meat
مشروب بذور ريحان مشروب,Soft Drinks & Juices,30,30,Soft Drinks & Juices
mcvities minis oat milk Mcvities 45g,Biscuits & Cakes,4,12,Dairy & Eggs
شويبس يوسفي او رمان او ليمون شويبس 1لتر,Soft Drinks & Juices,30,30,Soft Drinks & Juices
دويتو مشروب 420م دويتو,Soft Drinks & Juices,30,34,"Tea, Coffee & Hot Drinks"
ahmad tea english no 1 Ahmad,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
كولومبيا بن ساده كولومبيا,"Tea, Coffee & Hot Drinks",34,8,"Chocolates, Sweets & Desserts"
elleheimy sambousek basturma Sambousek,Bakery,1,2,Beef & Lamb Meat
هاينز هوت صوص 1225 1 1225 هاينز ١٦٥جم,"Sauces, Dressings & Condiments",29,8,"Chocolates, Sweets & Desserts"
سراج زيتون شرائح اسوداخضر وزن سراج,"Tins, Jars & Packets",35,22,"Nuts, Dates & Dried Fruits"
خبز بلدي هايبروان خبز,Bakery,1,5,Breakfast Cereals & Bars
alkaramah sambosah dough ram Sambosah 485G,Bakery,1,32,Sugar & Home Baking
كباب حله احمر صافي كباب,Beef & Processed Meat,3,6,Candles & Air Fresheners
كنوز مرقه 1 مكعب كنوز 8جم,Cooking Ingredients,11,22,"Nuts, Dates & Dried Fruits"
برجر لحم شيكيتيتا برجر 1كجم,Beef & Processed Meat,3,3,Beef & Processed Meat
كرانشى شطه وليمون كرانشى 76جم,Chips & Crackers,7,8,"Chocolates, Sweets & Desserts"
فرازه اوراك دجاج فرازه 1كجم,Poultry,27,3,Beef & Processed Meat
شراب شعير اناناس فيروز شراب 970مل,Soft Drinks & Juices,30,34,"Tea, Coffee & Hot Drinks"
نستله مياه معدنيه نستله 1.5لتر,Water,38,38,Water
سويفاكس شوكولاتة بيضاء للطبخ سويفاكس 200جم,"Chocolates, Sweets & Desserts",8,11,Cooking Ingredients
dilma premium ceylon strong tea Premium 100g,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
علبه نسكافيه 3 1 علبه,"Tea, Coffee & Hot Drinks",34,30,Soft Drinks & Juices
هاينز مايونيز تشلى 2275 1 2275 هاينز ٢٨٥جم,"Sauces, Dressings & Condiments",29,8,"Chocolates, Sweets & Desserts"
نيدو فورتي جرو مسحوق حليب نيدو 700جم,Dairy & Eggs,12,30,Soft Drinks & Juices
al durra cucumber pickle Durra 710g,"Tins, Jars & Packets",35,11,Cooking Ingredients
شكتيتا ستربس حار علبه شكتيتا 1كجم,Poultry,27,9,Cleaning Supplies
بطاطس جاكر بالملح بطاطس 75جم,Chips & Crackers,7,11,Cooking Ingredients
chefy mix shawarma marinade m Chefy 300g,Cooking Ingredients,11,10,"Condiments, Dressings & Marinades"
ريتش دجاج استربس حار 1 ك ريتش,Poultry,27,28,"Rice, Pasta & Pulses"
عيش بلدي كبير عيش كيس,Bakery,1,23,Party Supplies And Gifts
9700 97 1 اطياب بيف برجر 97.00 ١كجم,Beef & Processed Meat,3,5,Breakfast Cereals & Bars
لذيذ لانشون لذيذ 400ج,Beef & Processed Meat,3,8,"Chocolates, Sweets & Desserts"
greek kalamata in oil Greek 250g,"Tins, Jars & Packets",35,11,Cooking Ingredients
حدائق كاليفورنيا قطع وسيقان فطر معلبة حدائق 425جم,"Tins, Jars & Packets",35,9,Cleaning Supplies
بطاطا وزن القصر بطاطا,Vegetables & Fruits,36,8,"Chocolates, Sweets & Desserts"
سكويز عصير سموزى سكويز 1لتر,Soft Drinks & Juices,30,30,Soft Drinks & Juices
روستو رومي مدخن حلواني روستو,Poultry,27,28,"Rice, Pasta & Pulses"
basmati golden rice Basmati 1Kg,"Rice, Pasta & Pulses",28,28,"Rice, Pasta & Pulses"
المراعي حليب مكس انواع المراعي 200مل,Dairy & Eggs,12,10,"Condiments, Dressings & Marinades"
baraka pure water 12 x itre Baraka 1.5L,Water,38,9,Cleaning Supplies
بافس كونو بالفلفل الحلو بافس 25جم,Chips & Crackers,7,22,"Nuts, Dates & Dried Fruits"
juhayna classic blends mixed berries premium quality juice Juhayna 1L,Soft Drinks & Juices,30,30,Soft Drinks & Juices
جرين لايف كيل معبا جرين 250جم,Vegetables & Fruits,36,35,"Tins, Jars & Packets"
فرجللو رومي مدخن فرجللو 150جم,Poultry,27,18,Home Appliances
بيبسي تربوا دايت بيبسي,Soft Drinks & Juices,30,30,Soft Drinks & Juices
المراعى لانشون المراعى,Beef & Processed Meat,3,2,Beef & Lamb Meat
watania hot chicken burger Watania,Poultry,27,3,Beef & Processed Meat
ريو ماري سلطة تونة خلطة الفاصوليا ٢ x ١٦٠ ريو,"Tins, Jars & Packets",35,11,Cooking Ingredients
sesame fino bread Sesame,Bakery,1,19,"Jams, Spreads & Syrups"
hayat natural drinking water Hayat 600ml,Water,38,38,Water
لانشون اللحيمى ساده وزن لانشون,Beef & Processed Meat,3,2,Beef & Lamb Meat
545 فن داي يو ستيكس 5.45 23ج,Biscuits & Cakes,4,30,Soft Drinks & Juices
rani peach juice Rani 240ml,Soft Drinks & Juices,30,30,Soft Drinks & Juices
هاينز مسترده عادى هاينز,"Sauces, Dressings & Condiments",29,20,Laundry & Detergents
جهينة لبن رايب طازج بالقرفة جهينة 220جم,Dairy & Eggs,12,11,Cooking Ingredients
بيبسى كانز بيبسى,Soft Drinks & Juices,30,30,Soft Drinks & Juices
باندا براميلى بالفلفل تتراباك باندا 500ج,Dairy & Eggs,12,22,"Nuts, Dates & Dried Fruits"
هاينز صلصة طماطم ١٥٠٠ ٢ ٣٠٠٠ هاينز,"Tins, Jars & Packets",35,22,"Nuts, Dates & Dried Fruits"
sikkim green tea premium herbs 25 f Sikkim,"Tea, Coffee & Hot Drinks",34,37,Vegetables & Herbs
بيبسى كانز بيبسى,Soft Drinks & Juices,30,30,Soft Drinks & Juices
بريذيدون جبنة مطبوخ رومي quantity بريذيدون 500جم,Dairy & Eggs,12,28,"Rice, Pasta & Pulses"
السراج تونه قطعه واحده السراج 200ج,"Tins, Jars & Packets",35,19,"Jams, Spreads & Syrups"
عنب بناتى ابيض فاخر وزن عنب,Vegetables & Fruits,36,0,Baby Care
كرانشى جبنه خطيره كرانشى,Chips & Crackers,7,3,Beef & Processed Meat
mega shrimp potato chips Mega 100g,Chips & Crackers,7,7,Chips & Crackers
3200 wedges potato 32.00,Vegetables & Fruits,36,11,Cooking Ingredients
الضحى فلفل ناعم رام الضحى 2ج كيس,Cooking Ingredients,11,28,"Rice, Pasta & Pulses"
movenpick coffee gold Movenpick,"Tea, Coffee & Hot Drinks",34,13,Disposables & Napkins
هارفست خل هارفست 1لتر,"Sauces, Dressings & Condiments",29,20,Laundry & Detergents
خل روز جاردن خل,"Sauces, Dressings & Condiments",29,20,Laundry & Detergents
بسكويت القمح ديمه دايجستف بسكويت 45جم,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
cono fiery cheese puff snacks m Cono 27g,Chips & Crackers,7,11,Cooking Ingredients
taste pure roast beef kg Taste,Beef & Processed Meat,3,3,Beef & Processed Meat
diet pepsi Diet Can,Soft Drinks & Juices,30,26,Pets Care
بوردن كورنجد بيف بوردن,Beef & Processed Meat,3,5,Breakfast Cereals & Bars
زجاجه بيبسى زجاجه,Soft Drinks & Juices,30,30,Soft Drinks & Juices
chicketita chicken strips Chicketita 400G,Poultry,27,7,Chips & Crackers
ريد بل مشروب الطاقه كانز ريد 250مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
caesar original Caesar,"Sauces, Dressings & Condiments",29,28,"Rice, Pasta & Pulses"
نوش بطاطس التونسيه 90 نوش 100جم,Chips & Crackers,7,34,"Tea, Coffee & Hot Drinks"
كبه لحم البقر كبه,Beef & Processed Meat,3,3,Beef & Processed Meat
دجاجة كاملة مجمدة شهد 850 دجاجة 900جم,Poultry,27,27,Poultry
لاجو بوكر ويفر بالبندق لاجو 45جم,Biscuits & Cakes,4,2,Beef & Lamb Meat
elvan today goldies milky cake Today,Biscuits & Cakes,4,1,Bakery
بيبسى كانز بيبسى,Soft Drinks & Juices,30,30,Soft Drinks & Juices
خلطه مشوى دجاج ماجى خلطه,Cooking Ingredients,11,3,Beef & Processed Meat
american g pasta sauce 3 cheese American 397G,"Sauces, Dressings & Condiments",29,11,Cooking Ingredients
خير زمان سجق فرش خير,Beef & Processed Meat,3,9,Cleaning Supplies
cherry candies Cherry 150g,"Chocolates, Sweets & Desserts",8,19,"Jams, Spreads & Syrups"
مينى مولتو شيكولاته 4قطع مينى,Bakery,1,8,"Chocolates, Sweets & Desserts"
السوهاجى ارز بسمتى 1هبى 1ك السوهاجى,"Rice, Pasta & Pulses",28,32,Sugar & Home Baking
جبنة جوده قالب جبنة,Dairy & Eggs,12,3,Beef & Processed Meat
زبادى دانون طبيعى ٤٢ مجا 1400 1 زبادى,Dairy & Eggs,12,28,"Rice, Pasta & Pulses"
azima freekah Azima 500g,"Rice, Pasta & Pulses",28,6,Candles & Air Fresheners
chocolate topping Topping 1KG,"Chocolates, Sweets & Desserts",8,11,Cooking Ingredients
schweppes pomegranate offer 6 bottles Schweppes 350ml,Soft Drinks & Juices,30,30,Soft Drinks & Juices
بلرينجلز شيبسى ملح وخل بلرينجلز 40جم,Chips & Crackers,7,30,Soft Drinks & Juices
كوسه حشو مجهز كوسه,Vegetables & Fruits,36,9,Cleaning Supplies
imtenan cinnamon m Imtenan 90g,Cooking Ingredients,11,10,"Condiments, Dressings & Marinades"
نسكافيه 2 1 علبه نسكافيه 18جم,"Tea, Coffee & Hot Drinks",34,30,Soft Drinks & Juices
توليدو خل 1ل توليدو,"Sauces, Dressings & Condiments",29,20,Laundry & Detergents
isis regime tea with mint Isis,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
كيروكس مبيد زاحف لى كيروكس 500مل,Cleaning Supplies,9,19,"Jams, Spreads & Syrups"
rich frankfurter m Rich 300g,Beef & Processed Meat,3,11,Cooking Ingredients
ايزيس قرفه بالجزبيل 50 فلتر ايزيس,"Tea, Coffee & Hot Drinks",34,28,"Rice, Pasta & Pulses"
