embedding_text,category
000 pepsi 0 0.00,Soft Drinks & Juices
ويفر ق فريسكا ويفر,Biscuits & Cakes
halwani black pepper beef luncheon Pepper,Beef & Processed Meat
بريتزل بطعم الباربكيو 675 1 675 بريتزل ٨٥جم,Chips & Crackers
sugar free hard caramel chocolate candies m Sugar 60g,"Chocolates, Sweets & Desserts"
بانزانى صوص الباستو ريحان اخضر 200م بانزانى,"Sauces, Dressings & Condiments"
moringa m Moringa 200G,Cooking Ingredients
shahd chicken thighs Shahd 1kg,Poultry
ميني بسكويت مكفيتيز الشوفان الذهبي، ميني 60جم عبوة,Biscuits & Cakes
orouba cafe medium ground coffee plain m Orouba 200g,"Tea, Coffee & Hot Drinks"
العراب دبس البلح العراب 325جم,"Sauces, Dressings & Condiments"
halwani bastrami turkey smoked Bastrami,Poultry
haribo jelly goldbears Haribo 175G,"Chocolates, Sweets & Desserts"
صوص سينابايتس صوص,"Sauces, Dressings & Condiments"
مكرونة ستار اسباجتي 42 2 84 مكرونة 400جم,"Rice, Pasta & Pulses"
هاينز صوص هاينز,"Sauces, Dressings & Condiments"
حاره صغيره حاره علبة,Furniture
إسناد توابل السمبوسة واللحم المفروم إسناد 200جم,Cooking Ingredients
جهينه عصير بريميم جوافه جهينه 1لتر,Soft Drinks & Juices
vimto zero Vimto 330ml,Soft Drinks & Juices
tiger sweet chili chips ram Tiger 126g,Chips & Crackers
كفتة بقري حلواني حاتي كفتة 300جم,Beef & Processed Meat
ابو عوف معمول بشيكولاتة بيضاء ابو علبة,Bakery
حلواني كرات الدجاج المقرمش حلواني 400جم,Poultry
دجاج مخلي من الوطنية دجاج 1كجم,Poultry
تشويس فاصوليا بيضاء رام تشويس 425ج,"Tins, Jars & Packets"
جهينه برتقال 1ل جهينه,Soft Drinks & Juices
helwa mixed oil Mixed 2.25L,Cooking Ingredients
اويكو زبادى بالكر اويكو,Dairy & Eggs
halwani jumbo beef burger Jumbo 2Kg,Beef & Processed Meat
لاكتيل زبادي لايت لاكتيل 105جم,Dairy & Eggs
لونا لبن مكثف محلي لونا 395جم,Dairy & Eggs
ponky cheese balls puff snacks m Ponky 60g,Chips & Crackers
العراب خل التفاح العراب,"Sauces, Dressings & Condiments"
hayat water 20 x Hayat 600ml,Water
جبنة كريمي سبريد كيري جبنة 500جم,Dairy & Eggs
ثرى شفس بطاطس سميكه بوم فريت ثرى 1كجم,Vegetables & Fruits
loacker napolitaner crispy wafer filled with hazelnut cream Crispy 175g,Biscuits & Cakes
شوكولاتة كيندر شوكولاتة 100جم,"Chocolates, Sweets & Desserts"
puvana water small Puvana,Water
richcuisinechstrips m Rich-Cuisine-Ch-Strips 1KG,Poultry
red bull Red 250ml,Soft Drinks & Juices
دايموند ارز بسمتى هند دايموند,"Rice, Pasta & Pulses"
فانتا برتقال 1 500 فانتا ٣٠٠مل,Soft Drinks & Juices
long chips salt and vinegar m Chips 75g,Chips & Crackers
el watania filo set3 Watania,Bakery
cleaning brush multicolor Brush,Cleaning Supplies
kit kat 2f hazelnut m Kit 19.5G,"Chocolates, Sweets & Desserts"
شنطه بلاستيك فينوس وسط شنطه,Furniture
حليب جهينه خالي الدسم واللاكتوز حليب,Dairy & Eggs
كولد ستون بسكويت كولد,Biscuits & Cakes
isis ginger m Isis 30g,"Tea, Coffee & Hot Drinks"
وادى فود زيت زيتون ل وادى 250مل,Cooking Ingredients
lino oat biscuit light with cocoa Oat 30g,Biscuits & Cakes
مزارع دينا لبن مزارع,Dairy & Eggs
كابوتشا مافا قطعة كابوتشا,Vegetables & Fruits
أحمد شاي الفطور الإنجليزي 100حبة أحمد,"Tea, Coffee & Hot Drinks"
جل اوكسي للغسيل الاوتوماتيك برائحة اللافندر ، جل 3كجم,Cleaning Supplies
كمثرى فرز كمثرى,Vegetables & Fruits
fresh farm luncheon turkey with hot pepper ram Fresh 250g,Beef & Processed Meat
الزهار جلاش الى الزهار 400جم,Bakery
زيت الخردل ألين زيت 400مل,Cooking Ingredients
فريش فارم هوت دوج بقري 1 كيلو، فريش,Beef & Processed Meat
طقم الوان خشب طويل علبه كرتون 12 طقم,Furniture
كيوي ايطالي كيوي 500جم,Vegetables & Fruits
دومتى خبز فينو ساده دومتى,Bakery
كوفى بلانيت تحميص ايطالى داكن كبسولات قهوه10كبسوله كوفى,"Tea, Coffee & Hot Drinks"
علبه بوريه علبه,Bakery
برايه بلاستيك برايه,Furniture
هاينز مسترده هاينز,"Sauces, Dressings & Condiments"
كوكس ملح كوكس 700جم,Cooking Ingredients
kitkat 2f flavors mini mix Kitkat 197.4G,"Chocolates, Sweets & Desserts"
regina pasta big rings 1k Regina,"Rice, Pasta & Pulses"
nfi emirates pofaki spicy hot cheese flavour curls chips ram Nfi 80g,Chips & Crackers
باب الشام كمون، رام باب 45ج,Cooking Ingredients
بوني حليب مكثف محلى، رام بوني 397ج,Dairy & Eggs
kuhne made for meat siracha hot chili sauce Kuhne 235ml,"Sauces, Dressings & Condiments"
طحينة الرشيدي الميزان طحينة 140جم,"Sauces, Dressings & Condiments"
كلوركس مطهر أصلي جل كلوركس 1.89لتر,Cleaning Supplies
بسكوت أطفال بالموز بسكوت 180جم,Biscuits & Cakes
لذيذ زيت زيتون لذيذ 125مل,Cooking Ingredients
بيبسى زجاج بيبسى 350مل,Soft Drinks & Juices
الميزان طحينه الميزان 5ج,"Sauces, Dressings & Condiments"
طحينه فقط طحينه,"Sauces, Dressings & Condiments"
سبايسى بيف برجر سبايسى 90ج علبة,Beef & Lamb Meat
هارفست فول مدمس مصفى 2 هارفست 400جم,"Tins, Jars & Packets"
طقم طهى زجاج 6 ق طقم,Furniture
بركه مياه بركه 1.5لتر,Water
doritos sweet chili 118 Doritos 128G,Chips & Crackers
سائل فانيش لإزالة بقع الأقمشة 3 قطع سائل 900مل,Cleaning Supplies
هاينز مايونيز خصم عرض هاينز 310ج,"Sauces, Dressings & Condiments"
katkota egyptian rice Katkota 1kg,"Rice, Pasta & Pulses"
rich bake toast multi gren Rich 500g,Bakery
تست سلامى جاف وزن تست,Beef & Processed Meat
سفن دايت كانز ٣٥٥ ٥٠٠ ٤ ٢٠٠٠ سفن,Soft Drinks & Juices
ahmad tea english no1 foil tea bags 100 count Ahmad,"Tea, Coffee & Hot Drinks"
عيدان بريتزو ميني بالملح عيدان 180جم,Chips & Crackers
classic dishwasher detergent tablets lemon 30 tablets Dishwasher,Cleaning Supplies
chocolate cream crepem Cream 247G,"Chocolates, Sweets & Desserts"
جبنه رومى بطارخ 11200 0227 2542 جبنه,Dairy & Eggs
ريجينا مكرونه مرمريه ريجينا 400جم,"Rice, Pasta & Pulses"
خبز شرائح وزن خبز,Bakery
ريحانة أرز فاخر ريحانة 1كجم,"Rice, Pasta & Pulses"
سوبيا بنكهة الشوكولاتة من حاج عرفة رام سوبيا 300ج,Soft Drinks & Juices
schogetten for kids chocolate Schogetten 100g,"Chocolates, Sweets & Desserts"
haribo jelly cola Haribo 175G,"Chocolates, Sweets & Desserts"
خل توب فاليو خل 1لتر,"Sauces, Dressings & Condiments"
lipton green tea Green,"Tea, Coffee & Hot Drinks"
lulu artichoke Artichoke 400g,Vegetables & Fruits
واى فود خل تفاح واى 500مل,"Sauces, Dressings & Condiments"
اوراك رومي اوراك 3.5كجم,Poultry
كلاسيك كوليكشن كوكيز كلاسيك 620جم,Biscuits & Cakes
بيبسى كانز كبير بيبسى,Soft Drinks & Juices
brown lentils m Brown 500g,"Rice, Pasta & Pulses"
اولكر هالي ساندويتش بسكوت بالمارشملو مغط اولكر,Biscuits & Cakes
علبه مسقعه علبه,Bakery
بيور لايف مياه طبيعيه 600م بيور,Water
قهوة شاهين اسبريسو 10 كبسولات قهوة,"Tea, Coffee & Hot Drinks"
بودرة كاكاو هينتز بودرة 454جم,"Chocolates, Sweets & Desserts"
ايطالايانو مكرونه صدفه ايطالايانو,"Rice, Pasta & Pulses"
5 مياه معدنية صغيرة 119 595 مياه,Water
نيوريماكس امبول 24 علبه نيوريماكس,"Personal Care, Skin & Body Care"
علبه عصير جهينه جوافه علبه 1لتر,Soft Drinks & Juices
snickers chocolate bar with peanut rams Snickers 80g,"Chocolates, Sweets & Desserts"
800 egp 1 c regular cala 8.00 330ml,Soft Drinks & Juices
وراك فراخ بالعظم وزن وراك,Poultry
جبنة دمياطي قتيلو جبنة 2كجم,Dairy & Eggs
كنور مرقه دجاج 12 مكعب فراخ كنور,Cooking Ingredients
شيبسى ف حلو روو شيبسى 55ج,Chips & Crackers
خير زمان بطاطس للقى معبأه وزن خير,Vegetables & Fruits
مكرونه اسباجتى رام مكرونه 400ج,"Rice, Pasta & Pulses"
3425 تشيزا جبنة 34.25 100ج,Dairy & Eggs
صدر دجاج صدر 1كجم,Poultry
اريال يدوي اريال 150جم,Cleaning Supplies
amazon natural drinking water 12 x itre Amazon 1.5L,Water
almarai samboussek with cheese m Samboussek 280g,Bakery
gimoka decaffeinato gran relax ground coffee ram Gimoka 250g,"Tea, Coffee & Hot Drinks"
cocoa lovers sandwich biscuit with cocoa cream x Cocoa,Biscuits & Cakes
اطياب لانشون بالزيتون وزن اطياب,Beef & Processed Meat
اوريو بسكويت بالشيكولاته اوريو,Biscuits & Cakes
نوجا ممتازه وزن نوجا,"Chocolates, Sweets & Desserts"
بيك رولز ملح من 30 بيك عبوة,Chips & Crackers
egyptian rice Egyptian 5Kg,"Rice, Pasta & Pulses"
raw kettle cooked potato with halapeno 57m Raw 62G,Chips & Crackers
تونه مفتته س ف دولفين تونه 170جم,"Tins, Jars & Packets"
rose water Rose 250ml,Water
جران سابور خل العنب الأبيض جران 500مل,"Sauces, Dressings & Condiments"
ويندوز سناكس بالجبن 93 ويندوز 98جم,Chips & Crackers
بريتزل ستيكس مقرمشات ملح بريتزل 80جم,Chips & Crackers
all spice powder approx weight Spice 150g,Cooking Ingredients
كوهينور أرز بسمتي ذهبي طويل جداً كوهينور 1كجم,"Rice, Pasta & Pulses"
حليب بخيره كليو 1000 19000 1900 حليب,Dairy & Eggs
كاتشب كاتشى رام كاتشب 500ج,"Sauces, Dressings & Condiments"
الدره صوص باربيكيو الدره 290جم,"Sauces, Dressings & Condiments"
بيبسى كانز بيبسى,Soft Drinks & Juices
علبه طرشى علبه,Furniture
رمان وزن ذ رمان,Vegetables & Fruits
بريتزل بطعم الباربيكيو بريتزل 85ج,Chips & Crackers
green land guava juice Green 200ml,Soft Drinks & Juices
خاينز كاتشب رام خاينز 460ج,"Sauces, Dressings & Condiments"
الضحى حمص الشام رام الضحى 500ج,"Rice, Pasta & Pulses"
مرقه الدجاج ماجى عرض مرقه,Cooking Ingredients
طرشى بلدى علبه طرشى,Bakery
sunbolah spring roll Spring 345g,Bakery
كرواسون صغير بالكاكاو مولتو كرواسون,Bakery
ديو ماونتن كانز ديو 330مل,Soft Drinks & Juices
الشمعدان نيو كتاكيتو شوكلات الشمعدان,Biscuits & Cakes
مشروب شيكولاته مشروب 77جم,Soft Drinks & Juices
هاينز صلصه طماطم هاينز 360جم,"Tins, Jars & Packets"
رو شيبسى بطاطس رو 62جم,Chips & Crackers
flamenco cheese red edam dutch Cheese,Dairy & Eggs
جبن ثلاجه الاديب جبن,Dairy & Eggs
farm fresh mixed vegetables ram Farm 400G,Vegetables & Fruits
بسلة فارم فريش بسلة 400جم,Vegetables & Fruits
عجينة جلاش فاخرة السنبلة عجينة 500جم,Bakery
عصير تفاح بريمسوم عصير,Soft Drinks & Juices
مشروب غازى بيبسى زجاج مشروب 350مل,Soft Drinks & Juices
wadi food foul medammes ram Wadi 700G,"Tins, Jars & Packets"
bread sticks plain small sized Bread Packet,Bakery
عصير ليمون بالنعناع عصير,Soft Drinks & Juices
مينى كتاكيتو شيكو مينى,Biscuits & Cakes
زيت زيتون بيور زيت 750مل,Cooking Ingredients
اوسكار زبادى طبيعى اوسكار 170جم,Dairy & Eggs
ربيتش بيك خبز توست ربيتش,Bakery
دره مسترده دره 275ج,"Sauces, Dressings & Condiments"
شتوره ماء ورد شتوره 250مل,Cooking Ingredients
دومتي جبنه 1ك دومتي,Dairy & Eggs
ريجينا مكرونه قلم ريجينا 400جم,"Rice, Pasta & Pulses"
trident gum with strawberry sugar free Trident,"Chocolates, Sweets & Desserts"
تايجر كرانشى رقائق بطاطس بالفلفل تايجر,Chips & Crackers
trimmings beef fat Trimmings 500g,Beef & Processed Meat
عرق رستو وش بقري بلدي عرق,Beef & Processed Meat
خبز حليب كبير خبز,Bakery
أحمد تي شاي أخضر بالنعناع 25 فتلة أحمد,"Tea, Coffee & Hot Drinks"
iliada extra virgin olive oil spray Extra 200ml,Cooking Ingredients
تايجر جامبو بطعم الطماطم تايجر,Chips & Crackers
ماكسيل ماجيك منظف تواليت برائحه الليمون ماكسيل 700مل,Cleaning Supplies
كزبرة حصى كزبرة,Cooking Ingredients
جاردينو مايونيز زجاج، رام جاردينو 280ج,"Sauces, Dressings & Condiments"
faragello chicken frank 21 Chicken 165G,Poultry
ريتش صدور رومى مدخنة و 16565 028 4638 ريتش,Poultry
موسي شراب شعير توت مثلج 330مج موسي,Soft Drinks & Juices
قهوة جيموكا عربي بن مطحون قهوة 250جم,"Tea, Coffee & Hot Drinks"
هيرو بيبي خضار مشكلة هيرو 120جم,Vegetables & Fruits
mini samoon Mini,Bakery
مياه اكوافينل مياه 600مل,Water
وادى فود حبوب ذؤه وادى,"Tins, Jars & Packets"
فراخ بانيه روستي كرانشي حارة فراخ 900جم,Poultry
california garden whole mushrooms ram Garden 400G,"Tins, Jars & Packets"
الون 4000 4000 جالون 1ج,Water
جبن قريش بلدى وزن جبن,Dairy & Eggs
lamar cooking cream 200m Cooking,Dairy & Eggs
سنتال بريميم مشروب بالتفاح 225م سنتال,Soft Drinks & Juices
اطياب تشكن ستربس 1كيلو اطياب,Poultry
رانى عصير حبيبات اناناس رانى 240مل,Soft Drinks & Juices
فيجيتار عادى رام كنور 225 10 225 فيجيتار 35ج,Cooking Ingredients
نستله مياه نستله 1.5لتر,Water
تايجر سوبر بطاطس شيبس 1 500 500 تايجر,Chips & Crackers
abu auf pretzels different flavours by weight Abu,Chips & Crackers
مياه تساني 20 زجاج مياه,Water
شويبس يوسفى زجاجه شويبس 1لتر,Soft Drinks & Juices
بريزيدن تترباك فيتا 12 بريزيدن 500ج,Dairy & Eggs
durra mustard sauce Durra 410g,"Sauces, Dressings & Condiments"
وادي فود مخلل مشكل، رام وادي 625ج,"Tins, Jars & Packets"
كاتشب من ماك، رام كاتشب 285ج,"Sauces, Dressings & Condiments"
لحم البقر الهندي العلوي رام لحم 500ج,Beef & Processed Meat
شيبسى هاليبينو شيبسى,Chips & Crackers
sofra sambousek cheese Sofra 350g,Bakery
المطبخ مكرونه اسباجيتى 1ك المطبخ,"Rice, Pasta & Pulses"
لانشون بقري بالفلفل الأسود من حلواني لانشون,Beef & Processed Meat
cooking oil Cooking 700Ml,Cooking Ingredients
بن معتوق بالحبهان بن 450جم,"Tea, Coffee & Hot Drinks"
دومتى فيتا بلس لايت دومتى 250جم,Dairy & Eggs
ريتش لانشون بقري فلفل وزن ريتش,Beef & Processed Meat
